source_file,output_file,part,total_parts,word_count,first_label,last_label,mode
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/religion_of_the_ancient_celts_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/religion_of_the_ancient_celts_review/religion_of_the_ancient_celts_review_part_002_of_002.md,2,2,92964,Report 312,Report 385,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/religions_of_ancient_egypt_and_babylonia_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/religions_of_ancient_egypt_and_babylonia_review/religions_of_ancient_egypt_and_babylonia_review_part_001_of_002.md,1,2,444842,Report 1,Report 323,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/religions_of_ancient_egypt_and_babylonia_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/religions_of_ancient_egypt_and_babylonia_review/religions_of_ancient_egypt_and_babylonia_review_part_002_of_002.md,2,2,76747,Report 324,Report 379,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/secret_doctrine_vol1_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/secret_doctrine_vol1_review/secret_doctrine_vol1_review_part_001_of_004.md,1,4,444880,Report 1,Report 337,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/secret_doctrine_vol1_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/secret_doctrine_vol1_review/secret_doctrine_vol1_review_part_002_of_004.md,2,4,445454,Report 338,Report 673,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/secret_doctrine_vol1_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/secret_doctrine_vol1_review/secret_doctrine_vol1_review_part_003_of_004.md,3,4,445088,Report 674,Report 1023,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/secret_doctrine_vol1_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/secret_doctrine_vol1_review/secret_doctrine_vol1_review_part_004_of_004.md,4,4,125555,Report 1024,Report 1115,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/secret_doctrine_vol2_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/secret_doctrine_vol2_review/secret_doctrine_vol2_review_part_001_of_004.md,1,4,445469,Report 1,Report 347,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/secret_doctrine_vol2_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/secret_doctrine_vol2_review/secret_doctrine_vol2_review_part_002_of_004.md,2,4,445412,Report 348,Report 694,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/secret_doctrine_vol2_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/secret_doctrine_vol2_review/secret_doctrine_vol2_review_part_003_of_004.md,3,4,445599,Report 695,Report 1052,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/secret_doctrine_vol2_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/secret_doctrine_vol2_review/secret_doctrine_vol2_review_part_004_of_004.md,4,4,254360,Report 1053,Report 1246,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/seth_nature_of_personal_reality_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/seth_nature_of_personal_reality_review/seth_nature_of_personal_reality_review_part_001_of_002.md,1,2,444626,Report 1,Report 321,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/seth_nature_of_personal_reality_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/seth_nature_of_personal_reality_review/seth_nature_of_personal_reality_review_part_002_of_002.md,2,2,441008,Report 322,Report 673,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_bhagavad_gita_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_bhagavad_gita_review/the_bhagavad_gita_review_part_001_of_002.md,1,2,444552,Report 1,Report 330,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_bhagavad_gita_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_bhagavad_gita_review/the_bhagavad_gita_review_part_002_of_002.md,2,2,102779,Report 331,Report 401,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_book_of_mormon_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_book_of_mormon_review/the_book_of_mormon_review_part_001_of_003.md,1,3,445158,Report 1,Report 309,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_book_of_mormon_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_book_of_mormon_review/the_book_of_mormon_review_part_002_of_003.md,2,3,445373,Report 310,Report 629,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_book_of_mormon_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_book_of_mormon_review/the_book_of_mormon_review_part_003_of_003.md,3,3,19949,Report 630,Report 645,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_element_encyclopedia_of_the_psychic_world_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_element_encyclopedia_of_the_psychic_world_review/the_element_encyclopedia_of_the_psychic_world_review_part_001_of_003.md,1,3,445499,Report 1,Report 383,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_element_encyclopedia_of_the_psychic_world_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_element_encyclopedia_of_the_psychic_world_review/the_element_encyclopedia_of_the_psychic_world_review_part_002_of_003.md,2,3,445305,Report 384,Report 763,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_element_encyclopedia_of_the_psychic_world_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_element_encyclopedia_of_the_psychic_world_review/the_element_encyclopedia_of_the_psychic_world_review_part_003_of_003.md,3,3,49121,Report 764,Report 805,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_forgotten_books_of_eden_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_forgotten_books_of_eden_review/the_forgotten_books_of_eden_review_part_001_of_002.md,1,2,444876,Report 1,Report 313,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_forgotten_books_of_eden_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_forgotten_books_of_eden_review/the_forgotten_books_of_eden_review_part_002_of_002.md,2,2,222065,Report 314,Report 493,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_gnostic_bible_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_gnostic_bible_review/the_gnostic_bible_review_part_001_of_003.md,1,3,444144,Report 1,Report 320,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_gnostic_bible_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_gnostic_bible_review/the_gnostic_bible_review_part_002_of_003.md,2,3,445014,Report 321,Report 644,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_gnostic_bible_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_gnostic_bible_review/the_gnostic_bible_review_part_003_of_003.md,3,3,432865,Report 645,Report 965,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_lost_books_of_the_bible_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_lost_books_of_the_bible_review/the_lost_books_of_the_bible_review_part_001_of_002.md,1,2,445460,Report 1,Report 329,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_lost_books_of_the_bible_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_lost_books_of_the_bible_review/the_lost_books_of_the_bible_review_part_002_of_002.md,2,2,110933,Report 330,Report 408,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_nag_hammadi_library_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_nag_hammadi_library_review/the_nag_hammadi_library_review_part_001_of_003.md,1,3,444528,Report 1,Report 318,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_nag_hammadi_library_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_nag_hammadi_library_review/the_nag_hammadi_library_review_part_002_of_003.md,2,3,445695,Report 319,Report 667,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_nag_hammadi_library_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_nag_hammadi_library_review/the_nag_hammadi_library_review_part_003_of_003.md,3,3,228310,Report 668,Report 833,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_ra_contact_volume_1_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_ra_contact_volume_1_review/the_ra_contact_volume_1_review_part_001_of_003.md,1,3,444520,Report 1,Report 314,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_ra_contact_volume_1_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_ra_contact_volume_1_review/the_ra_contact_volume_1_review_part_002_of_003.md,2,3,445048,Report 315,Report 627,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_ra_contact_volume_1_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_ra_contact_volume_1_review/the_ra_contact_volume_1_review_part_003_of_003.md,3,3,422584,Report 628,Report 932,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_ra_contact_volume_2_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_ra_contact_volume_2_review/the_ra_contact_volume_2_review_part_001_of_004.md,1,4,445586,Report 1,Report 301,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_ra_contact_volume_2_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_ra_contact_volume_2_review/the_ra_contact_volume_2_review_part_002_of_004.md,2,4,444954,Report 302,Report 608,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_ra_contact_volume_2_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_ra_contact_volume_2_review/the_ra_contact_volume_2_review_part_003_of_004.md,3,4,445665,Report 609,Report 962,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_ra_contact_volume_2_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_ra_contact_volume_2_review/the_ra_contact_volume_2_review_part_004_of_004.md,4,4,76953,Report 963,Report 1022,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_satapatha_brahmana_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_satapatha_brahmana_review/the_satapatha_brahmana_review_part_001_of_002.md,1,2,445005,Report 1,Report 317,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_satapatha_brahmana_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_satapatha_brahmana_review/the_satapatha_brahmana_review_part_002_of_002.md,2,2,326690,Report 318,Report 557,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_science_of_the_soul_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_science_of_the_soul_review/the_science_of_the_soul_review_part_001_of_002.md,1,2,445689,Report 1,Report 340,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_science_of_the_soul_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_science_of_the_soul_review/the_science_of_the_soul_review_part_002_of_002.md,2,2,115031,Report 341,Report 426,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_tibetan_book_of_the_dead_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_tibetan_book_of_the_dead_review/the_tibetan_book_of_the_dead_review_part_001_of_002.md,1,2,445521,Report 1,Report 315,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_tibetan_book_of_the_dead_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_tibetan_book_of_the_dead_review/the_tibetan_book_of_the_dead_review_part_002_of_002.md,2,2,421538,Report 316,Report 659,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_yajur_veda_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_yajur_veda_review/the_yajur_veda_review_part_001_of_002.md,1,2,445700,Report 1,Report 333,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/the_yajur_veda_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/the_yajur_veda_review/the_yajur_veda_review_part_002_of_002.md,2,2,388484,Report 334,Report 640,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/thetanakh_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/thetanakh_review/thetanakh_review_part_001_of_002.md,1,2,445805,Report 1,Report 366,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/thetanakh_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/thetanakh_review/thetanakh_review_part_002_of_002.md,2,2,363175,Report 367,Report 676,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/tipler_llewellyn_modern_physics_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/tipler_llewellyn_modern_physics_review/tipler_llewellyn_modern_physics_review_part_001_of_002.md,1,2,445762,Report 1,Report 383,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/tipler_llewellyn_modern_physics_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/tipler_llewellyn_modern_physics_review/tipler_llewellyn_modern_physics_review_part_002_of_002.md,2,2,165953,Report 384,Report 512,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/urantia_book_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/urantia_book_review/urantia_book_review_part_001_of_011.md,1,11,445470,Report 1,Report 310,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/urantia_book_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/urantia_book_review/urantia_book_review_part_002_of_011.md,2,11,444551,Report 311,Report 620,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/urantia_book_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/urantia_book_review/urantia_book_review_part_003_of_011.md,3,11,445267,Report 621,Report 935,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/urantia_book_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/urantia_book_review/urantia_book_review_part_004_of_011.md,4,11,445315,Report 936,Report 1255,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/urantia_book_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/urantia_book_review/urantia_book_review_part_005_of_011.md,5,11,445216,Report 1256,Report 1566,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/urantia_book_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/urantia_book_review/urantia_book_review_part_006_of_011.md,6,11,445370,Report 1567,Report 1887,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/urantia_book_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/urantia_book_review/urantia_book_review_part_007_of_011.md,7,11,444632,Report 1888,Report 2232,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/urantia_book_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/urantia_book_review/urantia_book_review_part_008_of_011.md,8,11,444921,Report 2233,Report 2582,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/urantia_book_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/urantia_book_review/urantia_book_review_part_009_of_011.md,9,11,444801,Report 2583,Report 2890,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/urantia_book_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/urantia_book_review/urantia_book_review_part_010_of_011.md,10,11,445124,Report 2891,Report 3202,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/urantia_book_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/urantia_book_review/urantia_book_review_part_011_of_011.md,11,11,4861,Report 3203,Report 3205,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/voyagers_ii_amenti_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/voyagers_ii_amenti_review/voyagers_ii_amenti_review_part_001_of_003.md,1,3,444983,Report 1,Report 372,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/voyagers_ii_amenti_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/voyagers_ii_amenti_review/voyagers_ii_amenti_review_part_002_of_003.md,2,3,445089,Report 373,Report 755,report-boundary
/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/voyagers_ii_amenti_review.md,/home/mark/MisfitCrew/ALL_REPORTS/reviews/NotebookLM_split/notebooklm_ready/voyagers_ii_amenti_review/voyagers_ii_amenti_review_part_003_of_003.md,3,3,87220,Report 756,Report 823,report-boundary
